region,latitude,longitude,temperature,oxygen_level,humidity,wind_speed,pressure,rainfall,ffmc,dmc,dc,isi,bui,fwi,historical_frequency,risk_score,risk_category,fire_occurrence
High Desert Plateau,34.5676,-117.1768,7.13,21.17,27.16,7.15,1004.28,0.0,75.2,16.3,119.9,12.46,24.4,4.24,0.28,32.2,MEDIUM,0
Cascades Valley,45.5252,-121.4787,38.68,20.62,49.71,13.0,999.0,0.18,97.2,38.9,476.9,40.0,64.6,80.0,0.18,72.4,HIGH,1
High Desert Plateau,34.015,-117.2085,18.15,20.58,47.3,27.16,1026.71,0.04,86.1,45.0,259.7,37.54,62.8,80.0,0.28,53.5,MEDIUM,0
Northern Boreal,49.2816,-122.7098,33.73,21.14,35.57,10.12,1016.66,0.18,99.5,121.8,461.2,40.0,146.7,80.0,0.22,63.4,HIGH,1
Sierra Foothills,38.5113,-120.9483,25.24,20.94,74.53,5.53,1011.83,0.0,71.0,40.6,239.0,9.5,57.0,7.37,0.48,24.0,LOW,0
Sierra Foothills,38.4391,-120.5124,39.3,20.86,5.0,7.07,1029.36,0.0,99.5,85.5,686.5,40.0,130.4,80.0,0.48,88.7,CRITICAL,1
Cascades Valley,45.876,-121.477,20.25,18.9,12.74,16.33,992.62,0.0,99.5,47.5,153.5,40.0,53.6,80.0,0.18,71.7,HIGH,1
High Desert Plateau,34.6355,-117.4002,16.04,21.6,55.64,2.28,1021.04,0.0,73.4,31.3,286.5,9.34,49.2,6.26,0.28,20.6,LOW,0
Pacific Coast Ridge,38.2609,-122.2349,39.71,21.06,29.71,20.51,1016.9,0.53,99.5,102.9,850.0,40.0,150.0,80.0,0.35,82.3,HIGH,1
High Desert Plateau,34.3788,-117.1624,19.57,22.11,51.97,12.85,1030.8,0.0,75.8,99.1,160.9,15.58,78.0,18.54,0.28,39.8,MEDIUM,0
Northern Boreal,49.2249,-122.9473,39.61,21.0,51.19,5.71,1030.58,0.42,90.5,100.9,234.7,25.63,97.3,63.07,0.22,57.8,MEDIUM,0
Pacific Coast Ridge,37.6085,-122.0405,34.55,22.44,71.59,10.8,1022.04,0.59,76.6,99.6,509.5,15.23,133.8,30.68,0.35,45.0,MEDIUM,0
Sierra Foothills,38.1247,-120.9698,32.57,21.27,51.16,22.06,1009.64,0.55,91.9,64.8,315.5,40.0,85.6,80.0,0.48,65.3,HIGH,1
Cascades Valley,45.4807,-121.4713,15.95,21.71,49.25,5.89,1022.3,0.0,77.4,82.7,260.5,13.28,92.2,17.39,0.18,28.1,LOW,0
Cascades Valley,45.4118,-121.5776,28.96,20.08,64.72,1.22,1023.98,0.0,75.4,53.9,290.5,9.87,73.7,9.88,0.18,22.2,LOW,0
Sierra Foothills,38.3445,-120.8416,25.95,21.7,35.17,9.94,1041.68,0.0,88.6,58.0,80.5,27.01,41.4,30.84,0.48,57.2,MEDIUM,0
Northern Boreal,49.1165,-123.34,27.56,19.2,41.07,6.83,1018.15,0.0,93.6,20.3,186.4,31.16,31.9,35.98,0.22,53.1,MEDIUM,0
Sierra Foothills,38.4845,-121.0306,42.98,20.44,24.97,7.34,1024.44,0.0,99.5,44.2,135.3,40.0,48.7,80.0,0.48,86.8,CRITICAL,1
Northern Boreal,49.3529,-122.6286,24.53,19.51,79.29,15.94,998.28,3.83,55.3,50.1,419.4,6.06,77.1,7.07,0.22,0.0,LOW,0
Pacific Coast Ridge,37.8133,-122.5703,38.09,20.46,36.65,11.59,1005.1,1.51,93.8,49.5,309.5,37.15,70.7,80.0,0.35,65.0,HIGH,1
Sierra Foothills,38.4846,-121.0488,21.83,19.89,55.83,7.75,1006.3,0.0,75.3,32.5,850.0,12.84,59.3,10.71,0.48,26.6,LOW,0
Northern Boreal,49.0407,-122.8188,14.49,20.94,18.9,13.24,1009.78,0.17,90.6,43.1,277.1,33.17,62.1,80.0,0.22,57.1,MEDIUM,0
Pacific Coast Ridge,37.5989,-122.1748,18.72,21.54,60.81,13.33,1013.22,2.53,66.8,53.5,223.2,10.02,66.9,9.11,0.35,12.4,LOW,0
Sierra Foothills,38.5177,-121.0718,31.18,21.13,31.6,7.51,1045.0,6.52,75.3,85.4,464.1,12.73,117.0,20.91,0.48,20.1,LOW,0
Cascades Valley,45.9398,-121.2961,22.87,20.32,38.8,3.28,1032.45,0.0,86.2,35.7,223.4,18.67,51.0,16.49,0.18,36.3,MEDIUM,0
Sierra Foothills,38.2173,-120.9753,31.4,21.23,43.09,22.92,1006.74,0.0,95.8,40.1,735.3,40.0,70.6,80.0,0.48,81.4,HIGH,1
High Desert Plateau,34.5676,-117.3906,20.04,20.64,54.28,11.97,1004.0,0.0,73.1,70.3,389.0,13.23,96.8,18.17,0.28,32.0,MEDIUM,0
Sierra Foothills,38.2287,-121.068,29.76,21.6,49.05,9.69,1013.96,1.34,76.9,130.7,624.2,14.86,150.0,33.14,0.48,46.9,MEDIUM,0
High Desert Plateau,34.0683,-117.2158,42.36,20.84,39.1,10.03,1007.77,0.0,99.5,94.9,339.3,40.0,111.7,80.0,0.28,84.0,HIGH,1
Pacific Coast Ridge,37.9554,-122.9686,36.08,19.79,58.13,5.58,995.89,0.97,87.4,74.8,80.3,21.79,44.9,19.85,0.35,37.7,MEDIUM,0
Sierra Foothills,38.7063,-120.9086,18.88,20.58,31.46,11.28,1015.13,0.46,89.1,16.7,455.6,28.92,30.7,27.64,0.48,55.7,MEDIUM,0
Pacific Coast Ridge,37.7786,-122.4787,37.85,20.13,56.85,16.91,1033.96,0.0,88.8,47.1,518.5,33.75,76.7,80.0,0.35,70.3,HIGH,1
Pacific Coast Ridge,37.9229,-122.5569,37.7,20.4,54.14,9.66,1000.81,0.0,88.8,171.3,799.3,27.06,150.0,80.0,0.35,66.2,HIGH,1
Northern Boreal,49.2022,-123.1202,24.09,21.51,20.19,8.1,1029.61,1.4,89.8,12.4,265.4,27.02,22.2,16.55,0.22,34.0,MEDIUM,0
Pacific Coast Ridge,37.6217,-122.3363,25.27,21.74,51.73,14.65,1016.37,0.52,78.1,15.4,321.6,18.47,27.6,8.74,0.35,29.9,LOW,0
Pacific Coast Ridge,38.5582,-122.7038,2.7,19.96,30.9,8.48,995.35,0.0,76.5,25.0,217.5,13.98,38.9,7.87,0.35,39.8,MEDIUM,0
Sierra Foothills,38.5283,-120.8698,27.84,20.96,49.74,11.37,991.23,0.0,90.9,53.9,395.8,31.86,80.4,80.0,0.48,54.3,MEDIUM,0
Sierra Foothills,38.4554,-120.4673,23.07,21.76,58.4,7.23,998.98,0.0,76.9,38.9,437.7,13.62,63.6,12.42,0.48,33.6,MEDIUM,0
Cascades Valley,45.086,-121.8674,5.58,21.67,42.62,4.82,1016.02,0.0,70.4,23.4,327.3,8.98,39.8,4.88,0.18,30.5,MEDIUM,0
Northern Boreal,49.0666,-122.5803,14.53,21.27,23.08,16.38,1012.8,0.0,93.1,45.8,330.8,40.0,68.1,80.0,0.22,64.8,HIGH,1
Pacific Coast Ridge,38.5345,-122.6105,37.01,20.24,48.33,3.26,1014.79,0.0,90.2,57.1,603.9,22.83,92.4,45.27,0.35,62.9,HIGH,1
Northern Boreal,49.3882,-122.9618,36.1,21.64,60.73,34.27,1004.13,0.0,94.6,51.5,489.7,40.0,81.5,80.0,0.22,69.7,HIGH,1
High Desert Plateau,34.3987,-117.0032,24.7,20.4,57.02,23.34,991.17,0.0,83.3,52.2,177.9,29.95,60.2,60.16,0.28,48.4,MEDIUM,0
Pacific Coast Ridge,37.9815,-122.1169,17.03,19.52,26.74,5.82,1007.38,0.0,85.9,19.5,105.5,20.34,26.7,10.2,0.35,35.7,MEDIUM,0
Northern Boreal,49.3257,-122.4151,26.57,20.57,76.05,9.9,991.71,0.0,68.9,68.3,235.4,10.01,79.2,10.78,0.22,25.0,LOW,0
Cascades Valley,45.4903,-121.3963,21.76,22.03,38.11,11.81,1031.42,0.0,79.2,21.5,758.8,17.91,40.2,12.04,0.18,39.6,MEDIUM,0
Cascades Valley,45.9406,-121.4751,31.43,20.46,59.13,4.59,1010.71,0.0,81.4,67.0,515.2,15.44,101.1,23.68,0.18,45.0,MEDIUM,0
Pacific Coast Ridge,37.9977,-122.7321,13.31,20.91,55.25,4.56,1008.45,0.0,68.4,41.9,342.5,8.03,64.2,7.16,0.35,19.2,LOW,0
High Desert Plateau,34.9229,-117.3269,21.27,21.68,63.47,6.87,1004.61,0.0,72.6,65.7,527.4,10.84,100.2,14.82,0.28,22.7,LOW,0
Cascades Valley,45.4602,-121.7587,20.23,19.53,68.06,24.02,1006.66,1.61,64.3,39.1,304.4,11.71,59.2,9.56,0.18,9.3,LOW,0
Cascades Valley,45.1631,-122.239,21.74,21.59,54.33,5.0,1004.84,0.59,71.8,25.9,503.6,9.7,46.0,6.07,0.18,19.6,LOW,0
High Desert Plateau,34.3299,-116.576,35.37,20.4,39.52,16.87,1028.52,0.0,95.1,90.8,260.1,40.0,97.0,80.0,0.28,70.0,HIGH,1
Northern Boreal,49.2128,-123.0294,35.49,20.6,68.56,8.6,1012.77,0.0,87.4,47.4,431.7,24.36,74.4,42.51,0.22,52.9,MEDIUM,0
Cascades Valley,45.133,-121.6692,36.64,20.72,55.67,4.36,1004.76,0.0,85.7,75.5,502.2,19.06,109.7,36.91,0.18,62.1,HIGH,1
Sierra Foothills,38.8603,-120.868,22.38,19.88,5.0,5.0,1006.17,0.0,99.5,67.9,442.5,39.12,98.2,80.0,0.48,64.3,HIGH,1
Cascades Valley,45.8214,-122.2059,32.93,21.78,44.2,1.22,1007.97,5.1,66.4,42.7,373.1,6.27,66.4,6.22,0.18,0.0,LOW,0
Northern Boreal,49.3735,-123.0004,20.25,20.93,44.8,18.93,1038.74,0.0,88.3,51.4,275.5,34.61,70.1,80.0,0.22,55.7,MEDIUM,0
Northern Boreal,49.2746,-122.7491,27.02,22.42,67.08,4.42,1002.91,0.0,69.7,43.4,225.0,8.49,58.6,6.85,0.22,19.3,LOW,0
Pacific Coast Ridge,37.9167,-122.6703,38.73,22.18,31.52,16.7,988.52,0.0,99.5,90.2,850.0,40.0,142.6,80.0,0.35,75.6,HIGH,1
Sierra Foothills,38.1808,-120.6597,28.7,21.12,5.0,12.77,1002.44,0.0,99.5,22.5,248.1,40.0,36.7,80.0,0.48,85.8,CRITICAL,1
Northern Boreal,48.9185,-123.2443,28.64,20.76,76.45,7.93,987.46,0.0,76.2,22.4,282.7,13.5,37.4,7.22,0.22,25.9,LOW,0
High Desert Plateau,34.7485,-117.0387,35.84,20.13,38.72,11.38,1035.08,0.0,99.5,102.7,293.8,40.0,109.6,80.0,0.28,67.9,HIGH,1
Sierra Foothills,38.5529,-121.288,38.79,21.38,56.87,14.62,1013.89,0.0,89.9,49.1,622.3,33.36,82.0,80.0,0.48,74.1,HIGH,1
Sierra Foothills,38.6373,-120.87,14.48,20.71,27.84,9.07,1016.53,0.0,84.8,23.6,222.0,21.64,37.3,16.25,0.48,44.8,MEDIUM,0
High Desert Plateau,34.3138,-117.2989,30.89,21.3,54.94,2.52,1000.73,0.0,82.9,69.7,89.0,15.28,47.1,10.86,0.28,35.9,MEDIUM,0
Cascades Valley,45.4095,-121.5732,29.89,20.46,38.13,7.18,1018.3,0.0,93.0,48.9,376.2,30.63,73.9,78.98,0.18,61.9,HIGH,1
High Desert Plateau,34.6729,-116.9363,28.44,20.44,59.17,13.05,990.53,0.35,82.5,18.6,394.1,21.97,33.3,14.98,0.28,39.9,MEDIUM,0
High Desert Plateau,34.6102,-117.2816,24.72,21.53,64.87,5.64,1004.16,0.0,76.9,20.6,347.3,12.85,35.9,6.49,0.28,20.3,LOW,0
Cascades Valley,45.3686,-121.5691,22.49,21.07,61.3,9.51,1016.49,0.0,77.9,31.1,193.9,15.56,44.4,10.51,0.18,24.4,LOW,0
Cascades Valley,45.3262,-121.5883,28.75,19.68,36.36,9.17,1004.31,0.0,91.3,87.4,210.8,30.2,85.8,80.0,0.18,61.3,HIGH,1
Cascades Valley,45.5751,-121.4849,32.1,20.65,10.34,9.08,1013.15,0.0,99.5,53.5,412.6,40.0,80.9,80.0,0.18,79.3,HIGH,1
Cascades Valley,45.4902,-121.5782,30.94,20.65,11.93,21.43,996.69,0.0,99.5,145.7,459.4,40.0,150.0,80.0,0.18,89.6,CRITICAL,1
Cascades Valley,45.4316,-121.5448,35.69,20.44,68.86,15.37,982.44,0.0,87.0,33.9,513.9,29.47,58.3,55.48,0.18,54.7,MEDIUM,0
High Desert Plateau,34.2245,-117.3263,29.7,21.9,46.08,7.19,996.49,1.29,81.9,54.6,523.7,17.54,86.6,25.02,0.28,34.0,MEDIUM,0
Pacific Coast Ridge,37.5209,-122.7354,29.94,19.18,32.8,6.89,1016.3,0.24,91.6,23.1,334.3,28.31,39.3,33.36,0.35,56.4,MEDIUM,0
Pacific Coast Ridge,37.6406,-122.2965,30.42,20.86,86.32,16.51,1015.92,0.34,71.9,150.6,736.6,14.26,150.0,31.2,0.35,41.5,MEDIUM,0
Northern Boreal,49.1551,-122.7794,19.16,22.59,52.27,1.91,976.05,2.61,67.7,82.1,158.4,6.91,71.5,7.14,0.22,0.0,LOW,0
Pacific Coast Ridge,37.5245,-122.5473,34.95,21.48,26.57,12.26,1005.54,0.0,99.5,50.5,633.4,40.0,84.1,80.0,0.35,83.1,HIGH,1
Pacific Coast Ridge,38.2045,-122.469,29.94,21.41,48.95,10.03,1011.0,0.0,84.7,9.6,175.6,22.3,16.9,7.84,0.35,42.1,MEDIUM,0
High Desert Plateau,34.3234,-117.1925,39.57,21.41,78.34,5.66,1014.59,0.07,78.1,102.7,680.9,13.68,149.2,29.3,0.28,47.6,MEDIUM,0
Cascades Valley,45.4429,-121.7495,27.35,20.32,49.66,4.64,1010.04,0.0,81.1,68.1,636.0,15.26,107.4,24.69,0.18,35.9,MEDIUM,0
Cascades Valley,45.3269,-122.3466,29.91,19.07,66.87,2.81,990.51,1.08,73.4,59.4,361.6,9.58,84.3,10.98,0.18,25.2,LOW,0
High Desert Plateau,34.613,-117.3148,16.77,21.29,64.12,18.64,1012.38,0.0,77.3,49.9,412.1,19.74,76.7,27.59,0.28,35.3,MEDIUM,0
Pacific Coast Ridge,37.96,-122.6171,21.52,20.5,77.25,7.15,1011.13,0.0,67.1,83.5,185.1,8.31,78.5,9.01,0.35,23.2,LOW,0
High Desert Plateau,34.2804,-117.259,32.39,19.67,24.54,12.96,1006.53,0.0,99.5,175.8,317.5,40.0,147.5,80.0,0.28,74.1,HIGH,1
Northern Boreal,48.6659,-122.5426,19.63,21.9,21.49,9.71,989.32,1.91,85.9,52.2,179.9,23.39,60.5,31.36,0.22,43.5,MEDIUM,0
Cascades Valley,46.1331,-121.8267,18.99,20.87,98.0,13.03,1013.98,3.24,47.5,75.0,113.6,3.75,56.6,4.12,0.18,0.0,LOW,0
Sierra Foothills,38.3468,-120.843,1.49,20.46,44.67,3.79,994.89,0.0,64.9,22.9,26.5,6.52,14.5,1.39,0.48,24.3,LOW,0
Northern Boreal,49.4847,-123.1027,27.23,21.61,32.26,5.36,1032.2,0.0,96.1,57.0,615.8,33.38,92.6,80.0,0.22,62.2,HIGH,1
Northern Boreal,49.2786,-122.7959,29.22,19.25,43.06,16.0,1015.06,2.2,80.4,75.6,340.4,21.52,97.2,41.82,0.22,42.6,MEDIUM,0
High Desert Plateau,34.1012,-117.2734,42.6,20.53,51.29,2.13,1002.81,0.0,92.5,72.5,452.1,24.33,103.5,58.98,0.28,69.3,HIGH,1
Pacific Coast Ridge,38.0441,-122.1637,29.76,21.01,74.86,5.12,1015.95,0.0,75.8,36.8,256.7,11.91,54.2,8.91,0.35,26.3,LOW,0
Cascades Valley,45.5125,-121.8916,33.95,20.01,74.77,10.96,1000.7,0.0,83.2,105.7,265.7,21.28,106.0,44.48,0.18,53.7,MEDIUM,0
Sierra Foothills,38.9961,-120.4127,34.0,21.16,49.48,9.19,1045.0,0.0,89.8,100.8,676.4,27.99,146.9,80.0,0.48,71.6,HIGH,1
Northern Boreal,49.3411,-123.0079,34.01,21.34,43.25,15.78,1017.03,0.0,92.8,80.4,730.1,39.92,126.1,80.0,0.22,67.8,HIGH,1
Sierra Foothills,39.1237,-121.0961,29.88,20.74,72.39,11.38,1021.64,0.0,76.1,16.7,232.6,15.08,28.3,6.39,0.48,36.2,MEDIUM,0
Pacific Coast Ridge,37.7599,-122.2228,35.54,21.48,58.61,8.66,1019.04,1.78,79.0,62.4,197.4,16.0,69.7,17.26,0.35,31.7,MEDIUM,0
Pacific Coast Ridge,37.4051,-122.5171,25.88,20.61,49.39,8.1,1003.63,0.0,84.4,165.0,327.9,20.53,146.2,56.91,0.35,52.6,MEDIUM,0
Sierra Foothills,38.1648,-120.9323,42.38,21.13,34.67,4.13,1031.37,0.54,99.5,109.8,850.0,37.76,150.0,80.0,0.48,78.4,HIGH,1
Cascades Valley,45.7651,-121.5005,34.82,19.96,44.79,6.01,1020.19,0.0,97.7,25.0,218.5,37.19,38.9,80.0,0.18,61.0,HIGH,1
Pacific Coast Ridge,37.9266,-122.0631,44.49,20.72,58.8,13.89,1003.43,1.14,91.2,60.6,681.9,34.91,99.2,80.0,0.35,72.3,HIGH,1
Sierra Foothills,38.38,-120.2089,25.78,21.34,55.12,12.8,1031.4,0.01,82.4,14.1,311.7,21.73,25.4,11.15,0.48,41.3,MEDIUM,0
Northern Boreal,48.8595,-122.7371,36.7,20.79,46.13,7.32,1010.96,0.27,94.5,51.6,707.7,33.31,87.3,80.0,0.22,60.9,HIGH,1
Sierra Foothills,38.3171,-120.9434,27.96,20.39,44.19,5.12,1021.31,0.0,85.7,69.0,232.0,19.59,79.2,28.07,0.48,52.0,MEDIUM,0
Sierra Foothills,38.5701,-120.4582,29.11,20.55,55.86,4.37,1011.0,2.92,68.7,84.2,171.6,8.08,75.6,8.48,0.48,11.6,LOW,0
High Desert Plateau,34.3349,-117.4157,23.11,20.37,48.55,15.88,982.23,0.0,83.6,58.6,295.8,25.17,78.4,48.61,0.28,55.6,MEDIUM,0
Pacific Coast Ridge,37.9422,-122.2461,31.96,21.88,59.1,7.81,1025.34,1.44,80.3,16.6,199.8,16.51,27.5,7.17,0.35,19.1,LOW,0
Cascades Valley,45.5812,-121.4111,18.32,20.58,44.63,1.62,1007.65,0.0,81.7,41.4,160.8,13.8,50.4,10.01,0.18,22.8,LOW,0
Cascades Valley,45.772,-121.62,16.59,20.56,27.44,20.93,986.3,0.0,88.2,17.8,325.8,36.21,31.3,58.46,0.18,63.3,HIGH,1
High Desert Plateau,34.6725,-117.2136,22.22,20.27,5.07,5.7,1007.23,4.78,79.6,48.2,250.5,14.72,65.1,14.19,0.28,12.9,LOW,0
Cascades Valley,45.5203,-121.5497,25.12,20.85,97.58,23.99,1024.92,0.0,67.0,31.3,263.8,13.36,48.3,9.19,0.18,26.6,LOW,0
Sierra Foothills,38.45,-120.5722,20.02,21.75,52.9,1.0,1019.78,1.38,71.8,5.6,372.2,8.12,10.9,1.22,0.48,4.0,LOW,0
High Desert Plateau,34.9951,-117.0803,28.6,21.99,74.97,11.72,1000.67,0.0,73.1,40.1,251.3,13.1,57.3,10.61,0.28,39.6,MEDIUM,0
Northern Boreal,49.2558,-122.7349,21.3,20.5,60.2,10.21,1028.38,0.77,67.7,38.5,131.8,9.53,44.5,5.77,0.22,17.9,LOW,0
Pacific Coast Ridge,37.8516,-122.6175,31.64,21.06,70.05,5.1,1031.96,2.05,70.2,52.9,403.0,8.98,79.6,9.78,0.35,14.6,LOW,0
Pacific Coast Ridge,37.0567,-122.3409,26.26,20.34,80.16,18.22,1023.73,0.0,69.9,45.7,150.1,13.48,51.9,9.98,0.35,32.0,MEDIUM,0
Pacific Coast Ridge,37.7145,-122.7514,18.83,21.08,55.41,8.5,1034.09,0.0,72.4,96.6,366.0,11.38,116.4,18.17,0.35,31.0,MEDIUM,0
Sierra Foothills,38.7245,-120.9557,20.83,20.92,70.33,4.13,1000.43,0.09,68.7,61.1,324.6,7.99,83.1,9.24,0.48,22.7,LOW,0
Northern Boreal,49.3646,-123.1122,48.0,20.23,49.66,6.51,1006.54,1.48,90.7,38.0,452.6,26.69,62.7,45.24,0.22,63.4,HIGH,1
High Desert Plateau,34.5231,-117.0236,26.79,21.81,48.68,4.35,1018.57,1.2,74.7,25.9,316.7,10.93,42.9,6.4,0.28,18.7,LOW,0
High Desert Plateau,34.9199,-117.0409,33.89,19.91,54.54,13.82,988.5,0.0,94.8,78.0,301.5,40.0,94.8,80.0,0.28,67.4,HIGH,1
Pacific Coast Ridge,37.6445,-122.47,26.94,21.07,52.51,20.11,1028.7,0.0,87.3,52.7,430.8,33.86,80.7,80.0,0.35,56.8,MEDIUM,0
Northern Boreal,49.4535,-122.9642,23.62,20.72,67.12,18.52,985.74,0.0,79.5,26.8,295.1,22.0,43.7,19.73,0.22,28.2,LOW,0
Northern Boreal,49.4559,-123.183,11.4,20.15,49.51,16.6,1007.23,0.0,73.5,53.2,270.6,15.43,71.3,16.67,0.22,30.1,MEDIUM,0
Northern Boreal,49.2046,-122.5822,44.9,20.09,62.72,2.77,997.7,0.0,90.2,71.5,369.7,22.32,96.4,44.89,0.22,74.6,HIGH,1
Cascades Valley,45.3918,-121.2995,34.2,20.98,56.26,11.44,987.33,0.29,85.8,126.7,301.3,24.71,123.5,73.13,0.18,50.4,MEDIUM,0
Cascades Valley,45.2503,-122.1309,43.01,22.82,67.97,5.49,1007.08,1.58,85.3,67.5,186.3,19.5,70.8,24.89,0.18,38.3,MEDIUM,0
Pacific Coast Ridge,37.8737,-122.4804,19.07,21.62,52.37,15.51,1008.25,0.0,78.4,75.3,370.8,19.2,99.9,34.09,0.35,38.7,MEDIUM,0
Northern Boreal,49.6365,-122.6962,40.82,20.44,55.79,10.53,1004.25,1.07,91.7,141.3,664.8,32.24,150.0,80.0,0.22,58.2,MEDIUM,0
Northern Boreal,49.1332,-123.0764,33.48,20.96,13.57,3.76,1009.0,0.0,99.5,105.3,600.6,37.18,146.4,80.0,0.22,80.2,HIGH,1
High Desert Plateau,34.7132,-116.5697,28.63,20.63,47.31,26.19,1043.59,0.0,89.4,78.0,368.3,40.0,102.0,80.0,0.28,75.9,HIGH,1
High Desert Plateau,34.596,-117.2818,34.77,22.1,24.36,6.59,1005.81,2.97,86.2,62.1,842.4,21.28,104.9,44.02,0.28,44.1,MEDIUM,0
Pacific Coast Ridge,37.9638,-122.6705,22.01,21.69,61.76,7.74,1014.6,2.6,67.1,49.6,363.6,8.5,74.0,8.66,0.35,6.4,LOW,0
Northern Boreal,49.2573,-123.2271,25.3,21.44,54.62,9.48,1031.81,0.57,80.1,56.5,338.6,17.32,79.8,22.54,0.22,30.8,MEDIUM,0
Pacific Coast Ridge,37.8741,-122.3382,32.75,21.59,69.78,3.02,1008.86,0.0,81.6,42.3,503.0,14.65,69.8,15.11,0.35,38.7,MEDIUM,0
High Desert Plateau,35.0262,-117.513,29.61,19.59,24.28,3.35,996.59,0.0,99.5,53.1,317.2,36.54,74.8,80.0,0.28,67.4,HIGH,1
High Desert Plateau,34.7363,-117.355,25.39,20.36,7.79,11.02,1011.73,0.0,99.5,21.3,295.1,40.0,36.1,80.0,0.28,71.1,HIGH,1
Cascades Valley,45.3155,-121.6203,42.42,20.87,36.34,9.57,1011.45,0.0,99.5,23.8,850.0,40.0,44.5,80.0,0.18,69.5,HIGH,1
Pacific Coast Ridge,37.4544,-121.904,18.3,20.39,38.15,11.94,1032.58,0.0,81.9,10.2,260.3,20.54,18.6,7.27,0.35,36.6,MEDIUM,0
Pacific Coast Ridge,37.7415,-122.152,28.91,20.35,6.41,10.5,1006.13,0.0,99.5,154.3,271.5,40.0,127.5,80.0,0.35,77.4,HIGH,1
Northern Boreal,48.9169,-122.5043,38.03,21.04,49.07,10.65,1029.4,0.0,99.3,35.5,280.7,40.0,53.9,80.0,0.22,67.7,HIGH,1
Northern Boreal,49.2882,-123.1619,20.68,20.92,59.91,7.84,1031.81,0.0,76.8,16.9,353.9,13.87,30.2,6.05,0.22,13.9,LOW,0
Cascades Valley,45.4794,-121.2447,21.8,19.35,63.0,12.13,1010.96,0.0,72.6,37.5,472.2,12.98,62.6,11.46,0.18,19.4,LOW,0
Sierra Foothills,38.6192,-120.9095,28.32,18.85,56.65,7.14,1027.74,0.0,79.6,133.9,174.5,15.61,91.8,21.86,0.48,37.9,MEDIUM,0
Sierra Foothills,38.4352,-120.9439,16.96,20.94,37.65,13.52,1041.29,1.62,75.2,54.5,220.6,15.46,67.4,15.81,0.48,25.3,LOW,0
Sierra Foothills,38.8456,-120.8071,26.91,21.13,55.46,12.1,995.49,0.24,83.5,48.7,371.1,22.48,73.4,34.73,0.48,56.9,MEDIUM,0
Pacific Coast Ridge,37.6855,-122.3265,25.89,22.72,32.18,19.03,1023.83,0.0,97.0,16.3,221.0,40.0,27.5,74.99,0.35,67.2,HIGH,1
Pacific Coast Ridge,37.6317,-122.5226,35.31,21.76,69.8,14.96,1040.29,0.0,82.5,36.4,850.0,23.25,65.7,33.61,0.35,54.2,MEDIUM,0
High Desert Plateau,34.9284,-116.891,23.05,21.66,57.64,1.98,1002.67,4.56,60.3,71.9,263.0,4.77,85.4,6.88,0.28,0.0,LOW,0
Pacific Coast Ridge,38.1876,-122.7908,26.68,20.97,72.37,11.01,1024.08,1.37,69.2,37.5,116.0,10.53,41.5,5.95,0.35,13.6,LOW,0
Pacific Coast Ridge,37.5831,-122.0301,14.44,19.15,40.41,12.99,992.26,0.97,76.6,65.2,156.6,16.32,63.9,16.34,0.35,29.4,LOW,0
Pacific Coast Ridge,37.992,-122.6315,26.63,19.42,65.99,3.68,983.47,1.57,72.8,81.7,281.3,9.66,94.7,12.43,0.35,17.0,LOW,0
Cascades Valley,45.3348,-122.2627,25.37,21.36,45.33,13.33,985.57,0.0,86.8,93.2,731.4,27.48,141.4,80.0,0.18,55.0,MEDIUM,0
Pacific Coast Ridge,37.8048,-122.8557,34.08,20.45,38.29,13.59,1018.53,0.0,96.1,78.1,338.6,40.0,99.0,80.0,0.35,70.9,HIGH,1
Northern Boreal,49.5387,-122.9678,24.51,21.82,47.87,6.68,1016.83,0.0,81.3,86.1,382.5,16.7,110.2,29.27,0.22,40.5,MEDIUM,0
Northern Boreal,48.9879,-122.9936,16.69,20.12,49.5,22.75,1041.93,0.0,84.2,20.2,81.1,30.96,24.9,27.51,0.22,38.1,MEDIUM,0
High Desert Plateau,34.3185,-117.4915,29.61,20.54,35.39,10.32,1036.25,0.23,92.7,93.0,296.9,33.61,104.3,80.0,0.28,61.1,HIGH,1
Cascades Valley,44.8564,-121.6944,37.54,19.83,70.59,15.6,1017.61,0.0,86.4,106.3,380.0,28.74,125.1,80.0,0.18,60.8,HIGH,1
Northern Boreal,48.9486,-123.0051,34.13,20.24,67.21,4.52,1014.84,0.0,74.7,67.2,149.5,11.0,63.3,9.51,0.22,32.6,MEDIUM,0
Cascades Valley,45.3423,-121.5385,17.46,21.93,18.86,20.19,1018.42,0.0,92.1,56.5,101.6,40.0,47.3,80.0,0.18,59.8,MEDIUM,0
Cascades Valley,45.4984,-121.7946,8.16,20.72,83.21,16.25,980.56,0.0,57.9,15.3,238.2,6.98,26.3,2.64,0.18,15.5,LOW,0
High Desert Plateau,34.4325,-117.1689,30.92,21.45,23.26,4.64,996.77,2.37,85.6,25.5,410.9,19.11,44.2,14.95,0.28,30.2,MEDIUM,0
Cascades Valley,45.5439,-121.9321,37.14,20.28,20.37,4.06,997.37,2.26,92.3,134.0,331.9,26.25,133.4,80.0,0.18,56.8,MEDIUM,0
Pacific Coast Ridge,37.4746,-122.5428,30.15,21.98,27.73,3.73,1020.79,1.04,90.4,76.2,837.4,23.42,124.1,64.58,0.35,55.7,MEDIUM,0
